name,track_number,duration_ms,duration,explicit,popularity,external_url,diva_id,diva_name,album_id,album_name,diva_popularity,diva_followers,diva_image_url,album_total_tracks,release_date,release_year,decada,album_image_url,temas_principales,emocion_alegria,emocion_tristeza,emocion_miedo,emocion_ira,emocion_sorpresa,emocion_asco,emocion_principal,resumen,tono_general,energia_emocional,valencia,activacion
I’m Addicted,3,273506,4:34,FALSE,26,https://open.spotify.com/track/7giOLnVogBHlKnQk259rtv,6tbjWDEIzxoDsBA1FuhfPW,Madonna,6xmfXi6p6SAxD4Rd7swccG,MDNA,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,17,2012-01-01,2012,Años 2010,https://i.scdn.co/image/ab67616d0000b273a10a2e61655cd1949bbc6903,"Adicción, euforia, obsesión",0.9,0.1,0.1,0,0.4,0,alegría,"La letra describe una infatuación obsesiva y eufórica, comparando el amor con una adicción a una droga como el MDMA. Se expresa una dependencia total y un torrente de energía incontrolable provocado por la persona amada, sintiendo una necesidad física y emocional por su presencia.",positivo,alta,0.9,0.9
Turn Up the Radio,4,226560,3:47,FALSE,28,https://open.spotify.com/track/68o8UWzJ8MbYoaFvExaPfl,6tbjWDEIzxoDsBA1FuhfPW,Madonna,6xmfXi6p6SAxD4Rd7swccG,MDNA,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,17,2012-01-01,2012,Años 2010,https://i.scdn.co/image/ab67616d0000b273a10a2e61655cd1949bbc6903,"escape, liberación, música",0.9,0.3,0.1,0.4,0,0,alegría,"La letra describe el deseo de escapar de la frustración y el agobio de la vida cotidiana. La solución es subir el volumen de la radio, conducir sin rumbo y abrazar un sentimiento de liberación y rebeldía, buscando diversión y rompiendo las reglas.",positivo,alta,0.8,0.9
Give Me All Your Luvin',5,202760,3:23,FALSE,29,https://open.spotify.com/track/4PtvJM73075KqXcQrt8MbT,6tbjWDEIzxoDsBA1FuhfPW,Madonna,6xmfXi6p6SAxD4Rd7swccG,MDNA,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,17,2012-01-01,2012,Años 2010,https://i.scdn.co/image/ab67616d0000b273a10a2e61655cd1949bbc6903,"Seducción, Desafío, Amor",0.9,0,0,0.1,0.1,0,alegría,"La letra es una demanda juguetona y firme de amor total y autenticidad. La cantante rechaza los juegos y exige que su pretendiente entre en su mundo, invitándolo a bailar y olvidar el tiempo con una actitud segura y coqueta.",positivo,alta,0.8,0.8
Some Girls,6,233720,3:54,TRUE,21,https://open.spotify.com/track/2SUQGACVzCzQ5R7xEXf1iv,6tbjWDEIzxoDsBA1FuhfPW,Madonna,6xmfXi6p6SAxD4Rd7swccG,MDNA,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,17,2012-01-01,2012,Años 2010,https://i.scdn.co/image/ab67616d0000b273a10a2e61655cd1949bbc6903,"comparación, superioridad, autoconfianza",0.7,0.1,0,0.4,0,0.5,alegría,"La cantante se compara con 'otras chicas', describiéndolas de forma negativa. Se presenta a sí misma como superior, única y todo lo que un amante podría desear, afirmando su autoconfianza y poder de seducción.",positivo,alta,0.6,0.8
Superstar,7,235013,3:55,FALSE,19,https://open.spotify.com/track/5HLl01GfYGF99Cd8byhdeE,6tbjWDEIzxoDsBA1FuhfPW,Madonna,6xmfXi6p6SAxD4Rd7swccG,MDNA,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,17,2012-01-01,2012,Años 2010,https://i.scdn.co/image/ab67616d0000b273a10a2e61655cd1949bbc6903,"Adoración, Idolatría, Amor",0.9,0,0,0,0.1,0,alegría,"La letra expresa una intensa admiración y adoración hacia una pareja, elevándola al estatus de 'superestrella'. Se utiliza una serie de comparaciones con figuras icónicas famosas para resaltar sus cualidades, mostrando una devoción total y una atracción abrumadora.",positivo,alta,0.9,0.8
I Don’t Give A,8,259173,4:19,FALSE,28,https://open.spotify.com/track/12uxpGafkVpNeJ4MWFRBin,6tbjWDEIzxoDsBA1FuhfPW,Madonna,6xmfXi6p6SAxD4Rd7swccG,MDNA,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,17,2012-01-01,2012,Años 2010,https://i.scdn.co/image/ab67616d0000b273a10a2e61655cd1949bbc6903,"independencia, resiliencia, empoderamiento",0.6,0.2,0,0.8,0,0.4,ira,"La letra describe la ajetreada vida de una mujer tras su divorcio, mostrando resiliencia e independencia. Con un tono desafiante y empoderado, afirma no preocuparse por las críticas ni su pasado, celebrando su éxito y libertad.",negativo,alta,-0.4,0.8
I’m A Sinner,9,292400,4:52,FALSE,20,https://open.spotify.com/track/5DSUE454oiPSIQUgQIhCDp,6tbjWDEIzxoDsBA1FuhfPW,Madonna,6xmfXi6p6SAxD4Rd7swccG,MDNA,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,17,2012-01-01,2012,Años 2010,https://i.scdn.co/image/ab67616d0000b273a10a2e61655cd1949bbc6903,"rebelión, religión, autoaceptación",0.8,0.1,0,0.1,0,0,alegría,"La letra es una celebración desafiante de la propia naturaleza ""pecadora"". La narradora abraza su identidad con orgullo y alegría, contrastando su libertad con iconografía religiosa y animando a otros a ser como ella. Es una declaración de autoaceptación y rebelión gozosa.",positivo,alta,0.8,0.9
Love Spent,10,225213,3:45,FALSE,22,https://open.spotify.com/track/1Aj0vORjOjgoFpTeXa9cv7,6tbjWDEIzxoDsBA1FuhfPW,Madonna,6xmfXi6p6SAxD4Rd7swccG,MDNA,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,17,2012-01-01,2012,Años 2010,https://i.scdn.co/image/ab67616d0000b273a10a2e61655cd1949bbc6903,"Amor, Dinero, Desamor",0.1,0.8,0.1,0.6,0.2,0.4,tristeza,"La cantante lamenta una relación donde su pareja valoraba el dinero más que el amor. Se siente usada y agotada emocionalmente, suplicando ser tratada con la misma intensidad con la que su pareja persigue la riqueza, reflejando una profunda decepción y desamor.",negativo,media,-0.7,0.5
Masterpiece,11,238373,3:58,FALSE,29,https://open.spotify.com/track/4Vuh2vp4Vw4VO1NFYskbrH,6tbjWDEIzxoDsBA1FuhfPW,Madonna,6xmfXi6p6SAxD4Rd7swccG,MDNA,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,17,2012-01-01,2012,Años 2010,https://i.scdn.co/image/ab67616d0000b273a10a2e61655cd1949bbc6903,"Amor inalcanzable, admiración, arte",0.3,0.8,0.1,0,0.2,0,tristeza,"La letra describe el dolor de amar a alguien que se percibe como perfecto e inalcanzable, una 'obra maestra'. Es una admiración a distancia que genera una profunda melancolía al no poder acercarse o poseer a la persona amada, comparada con una pieza de museo.",negativo,media,-0.6,-0.4
Falling Free,12,313400,5:13,FALSE,18,https://open.spotify.com/track/2Qhfz7SNghJ9H1JclZnbpd,6tbjWDEIzxoDsBA1FuhfPW,Madonna,6xmfXi6p6SAxD4Rd7swccG,MDNA,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,17,2012-01-01,2012,Años 2010,https://i.scdn.co/image/ab67616d0000b273a10a2e61655cd1949bbc6903,"Entrega, liberación, amor",0.8,0.3,0.1,0,0.2,0,alegría,"La letra describe la rendición al amor y la vulnerabilidad como un camino hacia la liberación. Al soltar el control y el dolor pasado, el yo lírico encuentra una libertad profunda al entrelazar su vida con la de otro, experimentando una caída libre emocional y espiritual.",positivo,media,0.7,-0.2
Beautiful Killer,1,228626,3:49,FALSE,23,https://open.spotify.com/track/1jzoH87jJl3zKzmRLbScYa,6tbjWDEIzxoDsBA1FuhfPW,Madonna,6xmfXi6p6SAxD4Rd7swccG,MDNA,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,17,2012-01-01,2012,Años 2010,https://i.scdn.co/image/ab67616d0000b273a10a2e61655cd1949bbc6903,"Atracción peligrosa, Amor prohibido, Fascinación",0.2,0.4,0.6,0.1,0.1,0,miedo,"La letra describe una fascinación obsesiva por un hombre peligroso y atractivo. A pesar de ser un 'asesino', la narradora se siente atraída por el peligro, romantizando la situación y mostrando una voluntad de someterse a esta atracción fatal.",negativo,alta,-0.6,0.7
I Fucked Up,2,208146,3:28,TRUE,17,https://open.spotify.com/track/7H3RtSFdZXgJjGy7CHkA61,6tbjWDEIzxoDsBA1FuhfPW,Madonna,6xmfXi6p6SAxD4Rd7swccG,MDNA,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,17,2012-01-01,2012,Años 2010,https://i.scdn.co/image/ab67616d0000b273a10a2e61655cd1949bbc6903,"arrepentimiento, pérdida, culpa",0,0.9,0.2,0.3,0.1,0.2,tristeza,"La letra expresa un profundo arrepentimiento por haber arruinado una relación. La narradora asume su culpa, lamenta la pérdida de un futuro idealizado y expresa un doloroso deseo de poder revertir sus acciones, reconociendo el daño causado.",negativo,media,-0.8,-0.4
B-Day Song,3,213693,3:34,FALSE,28,https://open.spotify.com/track/5ikG3xm47oLXYTmkun7uQy,6tbjWDEIzxoDsBA1FuhfPW,Madonna,6xmfXi6p6SAxD4Rd7swccG,MDNA,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,17,2012-01-01,2012,Años 2010,https://i.scdn.co/image/ab67616d0000b273a10a2e61655cd1949bbc6903,"cumpleaños, celebración, felicidad",0.95,0,0,0,0,0,alegría,"La letra es una celebración enérgica y directa de un cumpleaños. La narradora expresa su felicidad, invita a una fiesta y establece sus deseos para su día especial, con un enfoque en la diversión, los regalos y la autoindulgencia.",positivo,alta,0.9,0.85
Best Friend,4,199453,3:19,FALSE,17,https://open.spotify.com/track/5XkSlO0o0V83XoU9gmZQdY,6tbjWDEIzxoDsBA1FuhfPW,Madonna,6xmfXi6p6SAxD4Rd7swccG,MDNA,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,17,2012-01-01,2012,Años 2010,https://i.scdn.co/image/ab67616d0000b273a10a2e61655cd1949bbc6903,"pérdida, nostalgia, ruptura",0.2,0.9,0,0.1,0,0,tristeza,"La letra describe la melancolía y el sentimiento de pérdida tras una ruptura. La cantante extraña la conexión intelectual y la amistad más que la relación romántica en sí, procesando la tristeza a pesar de no tener remordimientos sobre el final inevitable.",negativo,media,-0.7,-0.4
Candy Shop,1,255773,4:16,FALSE,27,https://open.spotify.com/track/7c580jEodMXPmpPzndtR7G,6tbjWDEIzxoDsBA1FuhfPW,Madonna,7jgBVzMVZuuhaTG5zQ0Vgk,Hard Candy,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,15,2008-04-19,2008,Años 2000,https://i.scdn.co/image/ab67616d0000b2730254cb69386bd62f83f90c6b,"seducción, deseo, invitación",0.8,0,0,0,0.1,0,alegría,"La letra utiliza la metáfora de una tienda de dulces para describir una oferta de seducción y placer. La cantante se presenta como la proveedora de cualquier 'sabor' que el oyente desee, invitándolo a bailar y disfrutar de una experiencia dulce y enérgica.",positivo,alta,0.8,0.9
4 Minutes (feat. Justin Timberlake and Timbaland),2,245080,4:05,FALSE,65,https://open.spotify.com/track/1dDNz8h95Gsu0W4QdxVVln,6tbjWDEIzxoDsBA1FuhfPW,Madonna,7jgBVzMVZuuhaTG5zQ0Vgk,Hard Candy,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,15,2008-04-19,2008,Años 2000,https://i.scdn.co/image/ab67616d0000b2730254cb69386bd62f83f90c6b,"urgencia, acción, apocalipsis",0.7,0,0.4,0.1,0,0,alegría,"Un llamado urgente a la acción. Ante un tiempo límite de cuatro minutos para ""salvar el mundo"", la letra incita a dejar de dudar, vivir el momento y conectar con otros antes de que sea tarde, con una sensación de presión y euforia.",positivo,alta,0.6,0.9
Give It 2 Me,3,287906,4:48,FALSE,40,https://open.spotify.com/track/6G7d2cbkZSaAOE0H6K1ohb,6tbjWDEIzxoDsBA1FuhfPW,Madonna,7jgBVzMVZuuhaTG5zQ0Vgk,Hard Candy,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,15,2008-04-19,2008,Años 2000,https://i.scdn.co/image/ab67616d0000b2730254cb69386bd62f83f90c6b,"empoderamiento, fiesta, desenfreno",0.9,0,0,0.1,0,0,alegría,"La letra es un himno hedonista y de autoafirmación. Expresa un deseo incesante de vivir sin límites, desafiando las reglas y las críticas. Es una demanda de acción y placer inmediato, con una energía imparable y una confianza arrolladora que invita a dejarse llevar.",positivo,alta,0.8,0.9
Heartbeat,4,243373,4:03,FALSE,26,https://open.spotify.com/track/3BcKHxZiCye0qz1buMEwmv,6tbjWDEIzxoDsBA1FuhfPW,Madonna,7jgBVzMVZuuhaTG5zQ0Vgk,Hard Candy,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,15,2008-04-19,2008,Años 2000,https://i.scdn.co/image/ab67616d0000b2730254cb69386bd62f83f90c6b,"baile, libertad, escape",0.9,0,0,0,0.1,0,alegría,"La letra describe el poder liberador y eufórico del baile. La protagonista encuentra en la pista una escapatoria a una vida complicada, sintiéndose libre, bella y conectada con el ritmo de su propio corazón, sin necesidad de ser salvada por nadie.",positivo,alta,0.9,0.9
Miles Away,5,288920,4:49,FALSE,30,https://open.spotify.com/track/6mjsqBsNQSEPUDwxtB0LY3,6tbjWDEIzxoDsBA1FuhfPW,Madonna,7jgBVzMVZuuhaTG5zQ0Vgk,Hard Candy,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,15,2008-04-19,2008,Años 2000,https://i.scdn.co/image/ab67616d0000b2730254cb69386bd62f83f90c6b,"distancia, amor, relación",0.2,0.8,0.2,0.3,0.1,0,tristeza,"La letra describe una relación que paradójicamente funciona mejor con la distancia física. La cantante expresa la melancolía y la frustración de ser más amada cuando está lejos, destacando una desconexión emocional a pesar de las palabras de afecto.",negativo,media,-0.6,-0.2
She's Not Me,6,364506,6:05,FALSE,27,https://open.spotify.com/track/2Gx4ofo5H3n2WdvJ1vuiYu,6tbjWDEIzxoDsBA1FuhfPW,Madonna,7jgBVzMVZuuhaTG5zQ0Vgk,Hard Candy,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,15,2008-04-19,2008,Años 2000,https://i.scdn.co/image/ab67616d0000b2730254cb69386bd62f83f90c6b,"traición, imitación, confrontación",0,0.4,0.1,0.8,0.3,0.6,ira,"La narradora expresa su ira y desdén hacia su ex-pareja y una nueva amante que imita su estilo. A pesar de la traición, afirma con confianza que la rival nunca podrá reemplazarla ni replicar la conexión que ellos tenían.",negativo,alta,-0.8,0.7
Incredible,7,379506,6:20,FALSE,22,https://open.spotify.com/track/1qoJLqSwxKZOdsDf5bb657,6tbjWDEIzxoDsBA1FuhfPW,Madonna,7jgBVzMVZuuhaTG5zQ0Vgk,Hard Candy,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,15,2008-04-19,2008,Años 2000,https://i.scdn.co/image/ab67616d0000b2730254cb69386bd62f83f90c6b,"Nostalgia, euforia, relación",0.8,0.5,0.1,0,0.4,0,alegría,"La letra rememora con euforia y nostalgia un momento pasado de felicidad y conexión intensa en una relación. Se contrasta la maravilla de ese recuerdo con una sensación de pérdida en el presente, anhelando revivir esa increíble experiencia antes de que sea demasiado tarde.",positivo,alta,0.6,0.8
Beat Goes On (feat. Kanye West),8,266893,4:27,FALSE,33,https://open.spotify.com/track/3G81fQKp3zRnw1mzLmjSKi,6tbjWDEIzxoDsBA1FuhfPW,Madonna,7jgBVzMVZuuhaTG5zQ0Vgk,Hard Candy,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,15,2008-04-19,2008,Años 2000,https://i.scdn.co/image/ab67616d0000b2730254cb69386bd62f83f90c6b,"Carpe diem, acción, celebración",0.9,0,0,0.1,0.2,0,alegría,"Llamada a la acción para dejar de dudar y vivir la vida al máximo. Incita a celebrar, bailar y expresarse sin miedo, recordando que el tiempo es un lujo. Una invitación a tomar el control y no quedarse atrás.",positivo,alta,0.8,0.9
Dance 2night,9,303093,5:03,FALSE,23,https://open.spotify.com/track/58SMrIU5994cgXlVN3Q1rL,6tbjWDEIzxoDsBA1FuhfPW,Madonna,7jgBVzMVZuuhaTG5zQ0Vgk,Hard Candy,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,15,2008-04-19,2008,Años 2000,https://i.scdn.co/image/ab67616d0000b2730254cb69386bd62f83f90c6b,"baile, atracción, escapismo",0.9,0,0,0,0.1,0,alegría,"Una invitación a bailar y conectar con alguien en la pista. La letra celebra el escapismo a través del baile y la atracción, dejando de lado las preocupaciones y las apariencias materiales para vivir el momento con intensidad hasta el amanecer.",positivo,alta,0.9,0.85
Spanish Lesson,10,217600,3:38,FALSE,20,https://open.spotify.com/track/1ESDAv5OyfJDs93Y9MPm9e,6tbjWDEIzxoDsBA1FuhfPW,Madonna,7jgBVzMVZuuhaTG5zQ0Vgk,Hard Candy,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,15,2008-04-19,2008,Años 2000,https://i.scdn.co/image/ab67616d0000b2730254cb69386bd62f83f90c6b,"seducción, lenguaje, flirteo",0.8,0,0,0,0.1,0,alegría,"La letra utiliza frases básicas en español como un juego de seducción. La narradora enseña expresiones románticas, prometiendo afecto si su interlocutor ""hace la tarea"", una metáfora para el esfuerzo en el coqueteo y el baile, creando una lección de amor lúdica y enérgica.",positivo,alta,0.8,0.8
Devil Wouldn't Recognize You,11,308760,5:09,FALSE,24,https://open.spotify.com/track/5zz0ENWEK0auDQVtkRdAY9,6tbjWDEIzxoDsBA1FuhfPW,Madonna,7jgBVzMVZuuhaTG5zQ0Vgk,Hard Candy,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,15,2008-04-19,2008,Años 2000,https://i.scdn.co/image/ab67616d0000b2730254cb69386bd62f83f90c6b,"engaño, toxicidad, revelación",0.1,0.8,0.4,0.7,0.5,0.6,tristeza,"La letra describe la revelación de una profunda decepción en una relación tóxica. La narradora finalmente ve la verdadera naturaleza de su pareja, un engaño tan maestro que ni el diablo lo reconocería, y decide liberarse de su influencia intoxicante.",negativo,alta,-0.7,0.6
Voices,12,219466,3:39,FALSE,19,https://open.spotify.com/track/6pj6brQUFtMEFjN5UPLvT1,6tbjWDEIzxoDsBA1FuhfPW,Madonna,7jgBVzMVZuuhaTG5zQ0Vgk,Hard Candy,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,15,2008-04-19,2008,Años 2000,https://i.scdn.co/image/ab67616d0000b2730254cb69386bd62f83f90c6b,"Control, Manipulación, Relación tóxica",0,0.7,0.4,0.8,0.1,0.5,ira,"La letra describe una relación tóxica llena de manipulación y juegos psicológicos. La narradora cuestiona quién tiene el control, expresando frustración y dolor ante el comportamiento errático de su pareja, a quien acusa de fingir locura para evadir la culpa.",negativo,alta,-0.8,0.7
Hung Up,1,337733,5:38,FALSE,78,https://open.spotify.com/track/3850dYVgOFIXJh5U4BFEWH,6tbjWDEIzxoDsBA1FuhfPW,Madonna,1hg0pQJLE9dzfT1kgZtDPr,Confessions on a Dance Floor,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,12,2005-11-11,2005,Años 2000,https://i.scdn.co/image/ab67616d0000b273aaa9d84415623c1e790cd07b,"Espera, frustración, liberación",0.1,0.4,0,0.7,0,0.2,ira,"La narradora expresa su obsesión y frustración al esperar la llamada de alguien. El lento paso del tiempo aumenta su hartazgo hasta que decide liberarse y terminar la espera, encontrando su propio camino.",negativo,alta,-0.6,0.7
Get Together,2,315466,5:15,FALSE,54,https://open.spotify.com/track/1AQQ9DdpEemMVTHNz4eG9a,6tbjWDEIzxoDsBA1FuhfPW,Madonna,1hg0pQJLE9dzfT1kgZtDPr,Confessions on a Dance Floor,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,12,2005-11-11,2005,Años 2000,https://i.scdn.co/image/ab67616d0000b273aaa9d84415623c1e790cd07b,"Conexión, Unidad, Esperanza",0.8,0.1,0,0,0.2,0,alegría,"Ante un mundo de confusión e ilusión, la letra propone la unión y la conexión personal como un refugio y una fuerza para mejorar. Es una invitación optimista a estar juntos, compartiendo un sentimiento de esperanza y la posibilidad de crear un futuro mejor.",positivo,alta,0.8,0.7
Sorry,3,281880,4:42,FALSE,65,https://open.spotify.com/track/55whbebR4olz2HHcRQa2kx,6tbjWDEIzxoDsBA1FuhfPW,Madonna,1hg0pQJLE9dzfT1kgZtDPr,Confessions on a Dance Floor,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,12,2005-11-11,2005,Años 2000,https://i.scdn.co/image/ab67616d0000b273aaa9d84415623c1e790cd07b,"Rechazo, Empoderamiento, Decepción",0.1,0.4,0,0.8,0,0.6,ira,"La narradora rechaza las disculpas de alguien, harta de sus mentiras y excusas. Declara su independencia y su incapacidad para seguir soportando la situación, negándose a perdonar o escuchar más, afirmando que puede cuidarse sola.",negativo,alta,-0.7,0.7
Future Lovers,4,301880,5:02,FALSE,49,https://open.spotify.com/track/0amQzI3QzlkNzlUQSLxGOP,6tbjWDEIzxoDsBA1FuhfPW,Madonna,1hg0pQJLE9dzfT1kgZtDPr,Confessions on a Dance Floor,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,12,2005-11-11,2005,Años 2000,https://i.scdn.co/image/ab67616d0000b273aaa9d84415623c1e790cd07b,"Amor, Futuro, Trascendencia",0.8,0.1,0,0,0.4,0,alegría,"La letra invita a abandonar los problemas y el pasado para unirse a un amor futurista y trascendente. Propone una conexión elevada y brillante, casi religiosa, que libera y permite alcanzar nuevas ambiciones, guiando al oyente hacia una nueva forma de sentir.",positivo,alta,0.8,0.7
I Love New York,5,275360,4:35,FALSE,46,https://open.spotify.com/track/44WTY1d9M86PEAgPZNeHHe,6tbjWDEIzxoDsBA1FuhfPW,Madonna,1hg0pQJLE9dzfT1kgZtDPr,Confessions on a Dance Floor,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,12,2005-11-11,2005,Años 2000,https://i.scdn.co/image/ab67616d0000b273aaa9d84415623c1e790cd07b,"Amor a Nueva York, orgullo, desafío",0.8,0.1,0,0.7,0,0.5,alegría,"Una declaración de amor exclusiva y desafiante a Nueva York. La letra desprecia otras ciudades y celebra la energía y la dureza neoyorquina, retando a quienes no comparten esa actitud y no pueden soportar su intensidad.",positivo,alta,0.3,0.9
Let It Will Be,6,260946,4:21,FALSE,46,https://open.spotify.com/track/5HKcfvhCdIoZKzeQw2HgEe,6tbjWDEIzxoDsBA1FuhfPW,Madonna,1hg0pQJLE9dzfT1kgZtDPr,Confessions on a Dance Floor,78,8789558,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,12,2005-11-11,2005,Años 2000,https://i.scdn.co/image/ab67616d0000b273aaa9d84415623c1e790cd07b,"Aceptación, Fama, Impermanencia",0.2,0.6,0.1,0.1,0.1,0,tristeza,"Reflexión sobre la naturaleza efímera de la fama y el éxito. La letra transmite un mensaje de aceptación y resignación ante el inevitable final de un ciclo, invitando a dejar que las cosas sigan su curso natural.",negativo,media,-0.4,-0.3
